Variable / Field Name,Section Header,Form Name,Form Display Name,Form Note,Field Type,multipleChoice,Allow,headerImage,headerImageSize,Field Label,"Choices, Calculations, OR Slider Labels",minVal,maxVal,Branching Logic (Show field only if...),schedule,section,version
since_had_drink_caffeinated_type,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,new/caffeine.png,150x150,What type of **caffeinated beverage** did you consume?,"1, soda (coke/pepsi/other caffeinated soda), 1F964 | 2, energy drink, new/energyDrink | 3, coffee, 2615 | 4, tea, 1F375 | 5, other, 2754",,,[since_had_drink].includes(3),all_day_questions,Intake: Food/drink/substances,
since_had_drink_caffeinated_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/caffeine.png,150x150,How many 8 oz glasses of **caffeinated drinks** did you consume?,"1, 1 glass | 2, 2 glasses | 3, 3 glasses | 4, 4 glasses | 5, 5 or more glasses",,,[since_had_drink].includes(3),all_day_questions,Intake: Food/drink/substances,
since_had_drink_alcohol_type,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,new/alcohol.png,150x150,What type of **alcoholic beverage** did you consume?,"1, red wine, 1F377 | 2, white wine, 1F379 | 3, champagne/sparkling wine, 1F942 | 4, beer, 1F37A | 5, cocktail, 1F378 | 6, whisky or other strong alcohol, 1F943 | 7, other type of alcoholic drink, 2754",,,[since_had_drink].includes(4),all_day_questions,Intake: Food/drink/substances,
since_had_drink_alcohol_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/alcohol.png,150x150,How many servings of **alcohol** did you consume?,"1, 1 drink | 2, 2 drinks | 3, 3 drinks | 4, 4 drinks | 5, 5 or more drinks",,,[since_had_drink].includes(4),all_day_questions,Intake: Food/drink/substances,
since_had_drink_sugar_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/juice.png,150x150,"How many 8 oz glasses of **high-sugar drinks** (e.g., juice, soda, some coffee beverages) did you consume?","1, 1 glass | 2, 2 glasses | 3, 3 glasses | 4, 4 glasses | 5, 5 or more glasses",,,[since_had_drink].includes(5),all_day_questions,Intake: Food/drink/substances,
since_eaten_amount,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,,,"Since the last questionnaire, which of the following did you have?","1, snacks, new/snack | 2, small meals, 1F96A | 3, regular/full meals, 1F35B | 4, large meals, 1F967 | 5, none, 274C",,,,all_day_questions,Intake: Food/drink/substances,
since_eaten_snacks_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/snack.png,150x150,How many **snacks** did you have?,"1, 1 snack | 2, 2 snacks | 3, 3 snacks | 4, 4 snacks | 5, 5 snacks | 6, 6 snacks | 7, 7 snacks | 8, 8 snacks | 9, 9 snacks | 10, 10 snacks | 11, more than 10 snacks",,,[since_eaten_amount].includes(1),all_day_questions,Intake: Food/drink/substances,
since_eaten_small_meal_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/sandwich.png,150x150,How many **small meals** did you have?,"1, 1 small meal | 2, 2 small meals | 3, 3 small meals | 4, 4 small meals | 5, 5 small meals | 6, more than 5 small meals",,,[since_eaten_amount].includes(2),all_day_questions,Intake: Food/drink/substances,
since_eaten_regular_meal_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/regularMeal.png,150x150,How many **regular/full meals** did you have?,"1, 1 full meal | 2, 2 full meals | 3, 3 full meals | 4, more than 3 full meals",,,[since_eaten_amount].includes(3),all_day_questions,Intake: Food/drink/substances,
since_eaten_large_meal_quantity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/largeMeal.png,150x150,How many **large meals** did you have?,"1, 1 large meal | 2, 2 large meals | 3, more than 2 large meals",,,[since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_when,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,time,,,new/allFoodTime.png,150x150,About **what time** did you eat your largest snack/meal?,,,,[since_eaten_amount].includes(1) or [since_eaten_amount].includes(2) or [since_eaten_amount].includes(3) or [since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_duration,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/allFoodTimer.png,150x150,For **how long** did you eat in total?,"1, 5 minutes or less | 2, 10 minutes | 3, 15 minutes | 4, 30 minutes | 5, 45 minutes | 6, 1 hour | 7, 1 hour 30 minutes | 8, 2 hours or more",,,[since_eaten_amount].includes(1) or [since_eaten_amount].includes(2) or [since_eaten_amount].includes(3) or [since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_type,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,,,Please think about all the foods you ate since the last questionnaire. Please select **all types** of food you ate:,"1, beef/pork/lamb, 1F969 | 2, chicken or other poultry, 1F357 | 3, eggs, 1F95A | 4, fish, E000 | 5, dairy (yogurt/milk/cheese), 1F9C0 | 6, bread/pasta/cereal/other starchy food, 1F956 | 7, fruits, 1F353 | 8, vegetables, 1F966 | 9, sweet foods or candy, 1F36D | 10, energy bars, new/energyBar | 11, potato chips or other salty snacks, 1F9C2 | 12, other, 2754",,,[since_eaten_amount].includes(1) or [since_eaten_amount].includes(2) or [since_eaten_amount].includes(3) or [since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_chocolate,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/chocolate.png,150x150,Did you eat chocolate?,"1, Yes | 0, No",,,[since_eaten_type].includes(9),all_day_questions,Intake: Food/drink/substances,
since_substances,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,,,"Since the last questionnaire, which of the following did you use?","1, cigarettes, 1F6AC | 2, cannabis/pot, new/marijuana | 3, other drug, 2754 | 4, none, 1F6AB",,,,all_day_questions,Intake: Food/drink/substances,
since_substances_cigarettes,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/cigarette.png,150x150,How many **cigarettes** did you have?,"1, 1 cigarette | 2, 2 cigarettes | 3, 3 cigarettes | 4, 4 cigarettes | 5, 5 cigarettes | 6, 6-10 cigarettes | 7, 10-20 cigarettes | 8, over 20 cigarettes",,,[since_substances].includes(1),all_day_questions,Intake: Food/drink/substances,
since_substances_cannabis,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/marijuana.png,150x150,How many **joints (of cannabis/pot)** did you have?,"1, 1 joint | 2, 2 joints | 3, 3 joints | 4, 4 joints | 5, 5 joints or more",,,[since_substances].includes(2),all_day_questions,Intake: Food/drink/substances,
since_substances_other,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,,,What **other drug** did you use?,"1, cocaine, 26AA | 2, tranquilizers, 1F7E6 | 3, stimulants, 1F53A | 4, heroin or other opiate, 2B1C | 5, other drug, 2754",,,[since_substances].includes(3),all_day_questions,Intake: Food/drink/substances,
event_instructions,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,markdown-message,,,new/thoughtBalloon.png,150x150,"Since the last questionnaire, please think of the **ONE event that affected you the most** (positively or negatively), no matter how slightly.",,,,,all_day_questions,Life Events,
event_category,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/thoughtBalloon.png,150x150,Which of the **following categories** best describes the area of your life in which the **event occurred**?,"1, work, 1F558 | 2, education, 1F469-200D-1F393 | 3, family or friend relationships, 1F468-200D-1F469-200D-1F466 | 4, interactions with colleagues, 1F468-200D-1F4BC | 5, interactions with strangers, 1F465 | 6, housing or residence, 1F3E1 | 7, leisure, 1F646 | 8, exercise, 1F3C3 | 9, health, 2665 | 10, finances, 1F4B5 | 11, religion or spirituality, 1F6D0 | 12, legal or judicial, 1F468-200D-2696-FE0F | 13, traveling or commuting, 1F697 | 14, other, 2754",,,,all_day_questions,Life Events,
event_impact_positive,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,slider,,,new/thoughtBalloon.png,150x150,To what degree did this event have a **positive impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F7E2",no positive impact,extremely positive,,all_day_questions,Life Events,
event_impact_negative,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,slider,,,new/thoughtBalloon.png,150x150,To what degree did this event have a **negative impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F534",no negative impact,extremely negative,,all_day_questions,Life Events,
event_other,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/thoughtBalloon2.png,150x150,Did **more than one event** occur that significantly influenced you?,"1, Yes | 0, No",,,,all_day_questions,Life Events,
event_other_impact_positive,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,slider,,,new/thoughtBalloon2.png,150x150,To what degree did this other event have a **positive impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F7E2",no positive impact,extremely positive,[event_other] = 1,all_day_questions,Life Events,
event_other_impact_negative,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,slider,,,new/thoughtBalloon2.png,150x150,To what degree did this other event have a **negative impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F534",no negative impact,extremely negative,[event_other] = 1,all_day_questions,Life Events,
now_pain,,day_set,EMA Assessment (Morning),A mid-day questionnaire,radio,,autoAdvance,new/pain.png,150x150,Are you in **pain right now** (other than headache pain)?,"2, Yes | 1, No",,,,all_day_questions,Physical Pain,
now_pain_where,,day_set,EMA Assessment (Morning),A mid-day questionnaire,radio,1,,new/pain.png,150x150,**Where** are you having pain?,"1, joint/muscle, 1F9BF | 2, back or neck, new/spinePain | 3, stomach/bowel, new/stomachIntestine | 4, other, 2753",,,[now_pain] = 2,all_day_questions,Physical Pain,
now_pain_level,,day_set,EMA Assessment (Morning),A mid-day questionnaire,slider,,,new/pain.png,150x150,How **severe** is your pain right now?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",very minor pain,extreme pain,[now_pain] = 2,all_day_questions,Physical Pain,
since_pain,,day_set,EMA Assessment (Morning),A mid-day questionnaire,radio,,autoAdvance,new/pain.png,150x150,Have you experienced any **pain since the last questionnaire** (other than headache pain)?,"2, Yes | 1, No",,,[now_pain] = 1,all_day_questions,Physical Pain,
since_pain_where,,day_set,EMA Assessment (Morning),A mid-day questionnaire,radio,1,,new/pain.png,150x150,**Where** did this pain occur?,"1, joint/muscle, 1F9BF | 2, back or neck, new/spinePain | 3, stomach/bowel, new/stomachIntestine | 4, other, 2753",,,[since_pain] = 2,all_day_questions,Physical Pain,
since_pain_level,,day_set,EMA Assessment (Morning),A mid-day questionnaire,slider,,,new/pain.png,150x150,How **severe** was the pain you experienced since you woke up?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",very minor pain,extreme pain,[since_pain] = 2,all_day_questions,Physical Pain,
headache,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headache.png,150x150,Have you experienced a **headache** since the last questionnaire?,"2, Yes | 1, No",,,,all_day_questions,Headache,
headache_same,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheSame.png,150x150,Is this the **same headache** that you reported in the last questionnaire?,"2, Yes | 1, No",,,[headache] = 2,all_day_questions,Headache,
headache_start,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,time,,,new/headacheClock.png,150x150,What time did the headache **begin**?,,,,[headache_same] = 1,all_day_questions,Headache,
headache_current,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheCurrent.png,150x150,Is this headache **still present**?,"2, Yes | 1, No",,,[headache] = 2,all_day_questions,Headache,
headache_end,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,time,,,new/headacheClock.png,150x150,What time did the headache **end**?,,,,[headache_current] = 1,all_day_questions,Headache,
headache_intensity,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,slider,,,new/headache.png,150x150,How **intense** is (or was) the headache?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",very minor,extremely intense,[headache] = 2,all_day_questions,Headache,
headache_sudden,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheSudden.png,150x150,Did the headache come on **suddenly**?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_trigger,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheTrigger.png,150x150,Did something in particular **trigger** the headache?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_trigger_category,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,new/headacheTrigger.png,150x150,What do you think **triggered** the headache?,"1, bright light, 1F386 | 2, odor/smell, 1F443 | 3, noise, 1F50A | 4, food, 1F354 | 5, alcoholic drink, 1F377 | 6, non-alcoholic beverage, 1F9C3 | 7, hunger, 1F62C | 8, thirst/dehydration, 1F975 | 9, pain, new/pain | 10, exercise, 1F3CB | 11, stress, new/stress | 12, other, 2754 | 13, unknown, 1F937",,,[headache_trigger] = 1,all_day_questions,Headache,
headache_location,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headache.png,150x150,**Where** is (or was) the headache?,"1, both sides of your head, 2194 | 2, left side only, 2B05 | 3, right side only, 27A1 | 4, moved from one side to another, 1F504",,,[headache] = 2,all_day_questions,Headache,
headache_pulsating,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheDrum.png,150x150,"Is (or was) the pain **throbbing**, **beating** or **pulsating**?","1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_effort,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheStairs.png,150x150,Does (or did) the headache pain **increase with routine physical activity** such as bending over or climbing stairs?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_nausea,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheNausea.png,150x150,"Do (or did) you feel **nauseated**, **vomit** or have **diarrhea**?","1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_light,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheLight.png,150x150,How much does (or did) **light** bother you?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_noise,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheNoise.png,150x150,"How much does (or did) **noise** such as music, talking, TV, bother you?","1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_smell,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheOdor.png,150x150,"How much does (or did) **certain odors** such as perfume, food, smoke, bother you?","1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_vision_changes,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,new/headacheVision.png,150x150,Which (if any) of the following **vision changes** did you experience?,"1, blurred or distorted vision, 1F300 | 2, flashing lights/shapes, new/sparkleShapes | 3, blind spots or missing parts, new/blindSpot | 4, no vision changes, 274C",,,[headache] = 2,all_day_questions,Headache,
headache_vision_change_time,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheVision.png,150x150,**When** did those **vision changes** occur with respect to the **onset** of the headache pain?,"1, before headache pain, 1F448 | 2, after headache pain, 1F449",,,[headache_vision_changes].includes(2) or [headache_vision_changes].includes(3) or [headache_vision_changes].includes(4),all_day_questions,Headache,
headache_numbing,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheTingle.png,150x150,Is (or was) your headache accompanied by any **numbing or tingling** in certain body areas?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_numbing_time,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheTingle.png,150x150,**When** did this **numbing or tingling** occur with respect to **onset** of the headache pain?,"1, before headache pain, 1F448 | 2, after headache pain, 1F449",,,[headache_numbing] = 1,all_day_questions,Headache,
headache_confusing,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheConfounded.png,150x150,"Does (or did) the headache make it **difficult** to **speak**, **think** or **express yourself**?","1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_confusing_time,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheConfounded.png,150x150,When did this **difficulty** occur with respect to the **onset** of the headache?,"1, before headache pain, 1F448 | 2, after headache pain, 1F449",,,[headache_confusing] = 1,all_day_questions,Headache,
headache_medication,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,new/headacheTreat.png,150x150,Which (if any) did you take to **treat** your headache?,"1, over-the-counter medications, 1F48A | 2, prescription medications, new/prescriptionMeds | 3, no medications, 274C",,,[headache] = 2,all_day_questions,Headache,
headache_interference,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,,autoAdvance,new/headacheActivity.png,150x150,How much does (or did) the headache **interfere with your activities**?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_prevent,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,radio,1,,new/headachePrevent.png,150x150,"Since the last questionnaire, did you do any of the following to **prevent a headache**?","1, take prescribed medication, new/prescriptionMeds | 2, take over-the-counter medication, 1F48A | 3, reduce or change activities, 1F504 | 4, use relaxation/yoga/other techniques, 1F9D8-200D-2640-FE0F | 5, rest or take a nap, 1F6CF | 6, other prevention strategy, 2754 | 7, none, 274C",,,,all_day_questions,Headache,
FinalScreen,,day_set,EMA Assessment (Mid Day),A mid-day questionnaire,markdown-message,,,new/partyPopper.png,200x200,"**Great job, thank you completing the questionnaire!** Tapping the **Done** button will exit the questionnaire.",,,,,all_day_questions,End of Assessment,
since_activity_monitor,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/wgt3x.png,150x150,Have you **taken your activity monitor off** since your last questionnaire?,"1, Yes | 0, No",,,,all_day_questions,Context of Assessment,
since_activity_monitor_time,,evening_set,EMA Assessment (Night),An evening questionnaire,timeRange,,,new/wgt3xClock.png,150x150,When did you **take it off** and **put it back on**?,,,,[since_activity_monitor] = 1,all_day_questions,Context of Assessment,
now_where,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,,,Where are you **right now**?,"1, In my home, 1F3E0 | 2, in home of relative or friend, 1F3D8 | 3, at work or in class, 1F3EB | 4, in a restaurant/cafe/bar, E200 | 5, in a store or shop, 1F3EA | 6, in the gym or fitness center, 1F3CB | 7, in a hospital or doctor's office, 1F3E5 | 8, in a vehicle (car/bus/etc.), 1F690 | 9, in a public building, 1F3EC | 10, in a park or garden, 1F333 | 11, other place inside, 1F6AA | 12, other place outside, 1F324",,,,all_day_questions,Context of Assessment,
since_where,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Which places have you been **since the last questionnaire**?,"1, In my home, 1F3E0 | 2, in home of relative or friend, 1F3D8 | 3, at work or in class, 1F3EB | 4, in a restaurant/cafe/bar, E200 | 5, in a store or shop, 1F3EA | 6, in the gym or fitness center, 1F3CB | 7, in a hospital or doctor's office, 1F3E5 | 8, in a vehicle (car/bus/etc.), 1F690 | 9, in a public building, 1F3EC | 10, in a park or garden, 1F333 | 11, other place inside, 1F6AA | 12, other place outside, 1F324",,,,all_day_questions,Context of Assessment,
now_company,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Who is with you at **this moment**?,"1, no one, 1F9D1 | 2, family member, 1F46A | 3, partner/boyfriend/girlfriend, 1F49C | 4, friend, 1F91D | 5, colleague or classmate, 1F469-200D-1F4BC | 6, stranger, 1F464 | 7, a pet, 1F436 | 8, other, 2754",,,,all_day_questions,Context of Assessment,
since_company,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Who have you been with **since the last questionnaire**?,"1, no one, 1F9D1 | 2, family member, 1F46A | 3, partner/boyfriend/girlfriend, 1F49C | 4, friend, 1F91D | 5, colleague or classmate, 1F469-200D-1F4BC | 6, stranger, 1F464 | 7, a pet, 1F436 | 8, other, 2754",,,,all_day_questions,Context of Assessment,
now_activity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,,,What are you doing at **this moment**?,"1, nothing or waiting, 1F646-200D-2642-FE0F | 2, napping/resting, 1F6CF | 3, eating, new/allFood | 4, household chores, 1F9F9 | 5, working (paid or volunteer), 1F558 | 6, homework, 1F4DD | 7, shopping, 1F6D2 | 8, personal hygiene care, 1F9FC | 9, physical leisure or sports, 1F3C0 | 10, personal exercise, 1F3C3 | 11, walking the dog, E182 | 12, traveling or commuting, 1F697 | 13, watching tv, 1F4FA | 14, reading, 1F4D6 | 15, listening to music, 1F3B5 | 16, using a computer/electronic device, E1CC | 17, talking on the phone, 1F4DE | 18, talking in person, 1F5E3 | 19, texting by phone, E096 | 20, other nonphysical leisure, 1F6CB | 21, other activity, 2754",,,,all_day_questions,Context of Assessment,
since_activity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Which of these activities have you done **since the last questionnaire**?,"1, nothing or waiting, 1F646-200D-2642-FE0F | 2, napping/resting, 1F6CF | 3, eating, new/allFood | 4, household chores, 1F9F9 | 5, working (paid or volunteer), 1F558 | 6, homework, 1F4DD | 7, shopping, 1F6D2 | 8, personal hygiene care, 1F9FC | 9, physical leisure or sports, 1F3C0 | 10, personal exercise, 1F3C3 | 11, walking the dog, E182 | 12, traveling or commuting, 1F697 | 13, watching tv, 1F4FA | 14, reading, 1F4D6 | 15, listening to music, 1F3B5 | 16, using a computer/electronic device, E1CC | 17, talking on the phone, 1F4DE | 18, talking in person, 1F5E3 | 19, texting by phone, E096 | 20, other nonphysical leisure, 1F6CB | 21, other activity, 2754",,,,all_day_questions,Context of Assessment,
now_sadness,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **happy versus sad** do you feel right now?,"1, 1, 1F614 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F604",very sad/depressed/unhappy,very cheerful/happy,,all_day_questions,Mood Circumplex and Physical States,
now_anxiousness,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **relaxed versus anxious** do you feel right now?,"1, 1, 1F60C | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F630",very relaxed/calm,very nervous/anxious,,all_day_questions,Mood Circumplex and Physical States,
now_excited,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **calm vs. excited** do you feel right now?,"1, 1, 1F9D8-200D-2642-FE0F | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F483",calm/quiet,very excited/aroused,,all_day_questions,Mood Circumplex and Physical States,
now_energy,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **tired vs. energetic** do you feel right now?,"1, 1, new/lowBattery | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F50B",very tired/sluggish,very energetic/lively,,all_day_questions,Mood Circumplex and Physical States,
now_distracted,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How well can you **concentrate or focus** right now?,"1, 1, 1F9D0 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F92F",very focused/attentive,very unfocused/distracted,,all_day_questions,Mood Circumplex and Physical States,
now_irritable,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **irritable or easily angered** do you feel right now?,"1, 1, 1F60C | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F621",not at all irritable/angry,very irritable/angry,,all_day_questions,Mood Circumplex and Physical States,
now_worried,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **worried** do you feel right now?,"1, 1, 1F60C | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F627",not at all worried,very worried,,all_day_questions,Mood Circumplex and Physical States,
now_guilty,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **guilty** do you feel right now?,"1, 1, 1F60C | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F61F",not at all guilty,very guilty,,all_day_questions,Mood Circumplex and Physical States,
now_decisions,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How well can you make **decisions** right now?,"1, 1, 1F616 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F469-200D-2696-FE0F",not at all/very indecisive,very well/very decisve,,all_day_questions,Mood Circumplex and Physical States,
now_quick_thinking,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **quick** is your **thinking**?,"1, 1, 1F40C | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 26A1",slow/cannot think of things,very quick/lots of ideas,,all_day_questions,Mood Circumplex and Physical States,
now_enjoyment,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How much are you able to **enjoy and feel pleasure** in things?,"1, 1, 1F610 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F929",no pleasure or enjoyment,really enjoying things,,all_day_questions,Mood Circumplex and Physical States,
now_fidgety,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **fidgety or restless** do you feel right now compared to your **usual self**?,"1, 1, 1F9CD | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F938",not at all restless,very restless/fidgety/cannot sit still,,all_day_questions,Mood Circumplex and Physical States,
now_hungry,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **hungry** do you feel right now?,"1, 1, 1F642 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F62C",feeling full/not at all hungry,extremely hungry,,all_day_questions,Mood Circumplex and Physical States,
now_sleepy,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **sleepy** do you feel right now?,"1, 1, 1F642 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, E280",not at all sleepy,very sleepy,,all_day_questions,Mood Circumplex and Physical States,
now_thoughts_positive,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon.png,150x150,"To what extent are you having **positive thoughts**, thinking about nice experiences or things that make you feel good?","1, 1, 1F610 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F324",not at all,very frequently,,all_day_questions,Positive and Negative Thoughts,
